Model,ROC_AUC,Lift_5,Lift_10,Lift_20,Cap_5,Cap_10,Cap_20,Brier,ECE,FN,FP
M0_baseline,0.863985110420048,8.787878787878787,5.883838383838383,3.7373737373737375,0.4393939393939394,0.5883838383838383,0.7474747474747475,0.11706201509379441,0.21760428083550318,163,3341
M1c_competing,0.9151296725487674,9.797979797979798,6.565656565656566,4.078282828282828,0.4898989898989899,0.6565656565656566,0.8156565656565656,0.010202373979978157,0.0013481978575333804,136,3314
M2b_raw,0.8594248609846518,8.826530612244898,6.173469387755102,3.9158163265306123,0.4413265306122449,0.6173469387755102,0.7831632653061225,0.13017482619046128,0.23381952162088437,150,3332
