GID,DDP,DDP_year,DHS,DHS_year,MAT,DIAMETRE,STATUT_OBJET,LNG,age
410963061,2024-06-18T00:00:00.000Z,2024,,,FT,100,EN SERVICE,7.748,541
410962367,2024-03-15T00:00:00.000Z,2024,,,FT,250,EN SERVICE,4.59,636
410962372,2024-03-15T00:00:00.000Z,2024,,,FT,250,EN SERVICE,0.742,636
410962373,2024-03-15T00:00:00.000Z,2024,,,FT,250,EN SERVICE,10.58,636
410963062,2024-06-18T00:00:00.000Z,2024,,,FT,100,EN SERVICE,24.496,541
410963063,2024-06-25T00:00:00.000Z,2024,,,FT,100,EN SERVICE,2.589,534
410963064,1987-01-01T00:00:00.000Z,1987,2024-06-24T22:00:00.000Z,2024,FT,100,ABANDONNE,4.225,13689
410963065,1987-01-01T00:00:00.000Z,1987,2024-06-24T22:00:00.000Z,2024,FT,100,ABANDONNE,3.474,
410963066,1987-01-01T00:00:00.000Z,1987,,,FT,100,EN SERVICE,1.217,14224
410963068,1960-01-01T00:00:00.000Z,1960,,,FTG,300,EN SERVICE,109.73,24086
410960689,2022-11-01T00:00:00.000Z,2022,,,PEHD,75,EN SERVICE,15.293,1136
410960690,2022-11-01T00:00:00.000Z,2022,,,PEHD,75,EN SERVICE,24.331,1136
410960688,2022-11-01T00:00:00.000Z,2022,,,PEHD,75,EN SERVICE,42.977,1136
410947180,1993-01-01T00:00:00.000Z,1993,,,FT,100,EN SERVICE,47.3,12032
410960691,2022-11-01T00:00:00.000Z,2022,,,PEHD,75,EN SERVICE,28.621,1136
410947186,2006-01-01T00:00:00.000Z,2006,,,FT,100,EN SERVICE,45.06,7284
410947182,2006-01-01T00:00:00.000Z,2006,,,FT,100,EN SERVICE,14.011,7284
410947183,2006-01-01T00:00:00.000Z,2006,,,FT,100,EN SERVICE,10.483,7284
410947187,2006-01-01T00:00:00.000Z,2006,,,FT,100,EN SERVICE,64.106,7284
410947286,2023-07-01T00:00:00.000Z,2023,,,FT,100,EN SERVICE,129.977,894
410947287,2023-06-21T00:00:00.000Z,2023,,,FT,100,EN SERVICE,6.762,904
410947548,2023-09-12T00:00:00.000Z,2023,,,FTVI,250,EN SERVICE,8.493,821
410947549,2016-02-10T00:00:00.000Z,2016,,,FT,100,EN SERVICE,43.956,3592
410947550,2016-02-10T00:00:00.000Z,2016,2023-09-18T22:00:00.000Z,2023,FT,100,ABANDONNE,0.824,
410947551,2016-02-10T00:00:00.000Z,2016,2023-09-18T22:00:00.000Z,2023,FT,100,ABANDONNE,0.938,2777
410947554,1965-01-01T00:00:00.000Z,1965,,,FT,100,EN SERVICE,12.499,22259
410947555,1965-01-01T00:00:00.000Z,1965,,,FT,100,EN SERVICE,151.697,22259
410963673,2024-10-23T00:00:00.000Z,2024,,,FT,300,EN SERVICE,134.383,414
410963676,2024-10-23T00:00:00.000Z,2024,,,FT,300,EN SERVICE,14.147,414
410963686,2006-01-01T00:00:00.000Z,2006,,,FT,150,EN SERVICE,3.634,7284
410963680,2007-01-01T00:00:00.000Z,2007,,,FT,100,EN SERVICE,2.274,6919
410963682,2007-01-01T00:00:00.000Z,2007,,,FT,100,EN SERVICE,2.788,6919
410963690,1989-01-01T00:00:00.000Z,1989,,,BTM,900,EN SERVICE,2.485,13493
410963687,2006-01-01T00:00:00.000Z,2006,,,FT,150,EN SERVICE,0.921,7284
410953661,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,16.582,2831
410953655,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,3.893,2831
410953664,2018-03-12T00:00:00.000Z,2018,,,FTVI,150,EN SERVICE,0.575,2831
410953662,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,20.517,2831
410953663,2018-03-12T00:00:00.000Z,2018,,,FTVI,150,EN SERVICE,0.443,2831
410953665,2018-03-12T00:00:00.000Z,2018,,,FTVI,150,EN SERVICE,5.364,2831
410953666,2018-03-12T00:00:00.000Z,2018,,,FTVI,150,EN SERVICE,0.479,2831
410953667,2018-03-12T00:00:00.000Z,2018,,,FTVI,150,EN SERVICE,0.93,2831
410953682,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,0.328,2831
410953669,2018-03-12T00:00:00.000Z,2018,,,FTVI,150,EN SERVICE,5.554,2831
410953670,2018-03-12T00:00:00.000Z,2018,,,FTVI,150,EN SERVICE,0.904,2831
410953671,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,2.05,2831
410953673,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,2.766,2831
410953680,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,1.867,2831
410953677,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,2.583,2831
410953679,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,1.678,2831
410953681,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,0.672,2831
410953916,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,3.224,2831
410953907,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,16.483,2831
410953911,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,16.198,2831
410953913,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,21.751,2831
410953922,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,1.009,2831
410953915,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,27.377,2831
410953921,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,29.118,2831
410953924,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,12.96,2831
410953926,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,21.686,2831
410953935,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,16.39,2831
410953928,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,21.742,2831
410953930,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,21.768,2831
410953932,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,21.69,2831
410953939,2018-03-12T00:00:00.000Z,2018,,,FTVI,200,EN SERVICE,16.272,2831
410956690,2023-12-31T00:00:00.000Z,2023,,,FT,100,EN SERVICE,2.372,711
410956691,2023-12-31T00:00:00.000Z,2023,,,FT,100,EN SERVICE,2.573,711
410939614,2022-09-28T00:00:00.000Z,2022,,,FTTT,250,EN SERVICE,2.002,1170
410939631,2022-09-28T00:00:00.000Z,2022,,,FTTT,150,EN SERVICE,0.73,1170
410939621,2022-09-28T00:00:00.000Z,2022,,,FTTT,250,EN SERVICE,10.921,1170
410939622,2022-09-28T00:00:00.000Z,2022,,,FTTT,250,EN SERVICE,2.424,1170
410939623,2022-09-28T00:00:00.000Z,2022,,,FTTT,250,EN SERVICE,4.383,1170
410939624,2022-09-28T00:00:00.000Z,2022,,,FTTT,250,EN SERVICE,5.241,1170
410939629,2022-09-28T00:00:00.000Z,2022,,,FTTT,250,EN SERVICE,0.912,1170
410939626,2022-09-28T00:00:00.000Z,2022,,,FTTT,250,EN SERVICE,11.075,1170
410939630,2022-09-28T00:00:00.000Z,2022,,,FTTT,250,EN SERVICE,2.796,1170
410939632,2022-09-28T00:00:00.000Z,2022,,,FTTT,150,EN SERVICE,2.267,1170
410939633,2022-09-28T00:00:00.000Z,2022,,,FTTT,150,EN SERVICE,19.886,1170
410939655,2022-04-20T00:00:00.000Z,2022,,,FTTT,150,EN SERVICE,0.849,1331
410939637,2021-10-14T00:00:00.000Z,2021,,,FTTT,150,EN SERVICE,13.458,1519
410939656,2022-04-20T00:00:00.000Z,2022,,,FTTT,150,EN SERVICE,1.329,1331
410939657,2022-08-01T00:00:00.000Z,2022,,,FTTT,150,EN SERVICE,11.728,1228
410956863,2023-10-03T00:00:00.000Z,2023,,,FT,100,EN SERVICE,5.543,800
410956864,2023-10-03T00:00:00.000Z,2023,,,FT,100,EN SERVICE,7.121,800
410939841,1970-01-01T00:00:00.000Z,1970,2023-06-14T22:00:00.000Z,2023,FT,125,ABANDONNE,0.596,19522
410956865,1960-01-01T00:00:00.000Z,1960,,,FTG,100,EN SERVICE,92.472,24086
410951942,2023-10-09T00:00:00.000Z,2023,,,PEHD,110,EN SERVICE,2.116,794
410951949,2023-10-09T00:00:00.000Z,2023,,,PEHD,110,EN SERVICE,23.922,794
410951944,2023-10-09T00:00:00.000Z,2023,,,PEHD,110,EN SERVICE,12.627,794
410951948,2023-10-09T00:00:00.000Z,2023,,,PEHD,110,EN SERVICE,4.428,794
410951950,2023-10-09T00:00:00.000Z,2023,,,PEHD,110,EN SERVICE,7.837,794
410951959,1960-01-01T00:00:00.000Z,1960,,,FTG,100,EN SERVICE,24.148,24086
410951960,1960-01-01T00:00:00.000Z,1960,,,FTG,100,EN SERVICE,18.24,24086
410952219,2023-12-07T00:00:00.000Z,2023,,,FTVI,150,EN SERVICE,1.836,735
410952226,2020-11-10T00:00:00.000Z,2020,,,FTVI,150,EN SERVICE,38.521,1857
410952221,2023-12-07T00:00:00.000Z,2023,,,FTVI,150,EN SERVICE,5.052,735
410952222,2023-12-07T00:00:00.000Z,2023,,,FTVI,150,EN SERVICE,1.429,735
410953271,1970-01-01T00:00:00.000Z,1970,,,FT,100,EN SERVICE,13.393,20433
410953273,1970-01-01T00:00:00.000Z,1970,,,FT,100,EN SERVICE,17.155,20433
410955468,1949-01-01T00:00:00.000Z,1949,2024-09-08T22:00:00.000Z,2024,FTG,80,ABANDONNE,28.839,27644
410955469,1949-01-01T00:00:00.000Z,1949,2024-09-08T22:00:00.000Z,2024,FTG,80,ABANDONNE,15.557,27644
410955470,1960-01-01T00:00:00.000Z,1960,,,POLY,51,EN SERVICE,20.198,24086
410955471,1960-01-01T00:00:00.000Z,1960,,,POLY,51,EN SERVICE,131.5,24086
410960706,1969-01-01T00:00:00.000Z,1969,2024-09-11T22:00:00.000Z,2024,FT,60,ABANDONNE,7.823,20342
410960702,1969-01-01T00:00:00.000Z,1969,2024-09-11T22:00:00.000Z,2024,FT,60,ABANDONNE,54.966,20342
410965289,1963-01-01T00:00:00.000Z,1963,2024-09-11T22:00:00.000Z,2024,FT,400,ABANDONNE,137.71,22534
410960704,1969-01-01T00:00:00.000Z,1969,2024-09-11T22:00:00.000Z,2024,FT,60,ABANDONNE,21.833,20342
410960705,1969-01-01T00:00:00.000Z,1969,2024-09-11T22:00:00.000Z,2024,FT,60,ABANDONNE,36.218,20342
410960707,1969-01-01T00:00:00.000Z,1969,2024-09-11T22:00:00.000Z,2024,FT,60,ABANDONNE,19.472,20342
410960720,1969-01-01T00:00:00.000Z,1969,,,FT,100,EN SERVICE,15.462,20798
410965300,2024-04-20T00:00:00.000Z,2024,,,FTVI,150,EN SERVICE,5.804,600
410960721,1969-01-01T00:00:00.000Z,1969,,,FT,100,EN SERVICE,17.559,20798
410960711,1969-01-01T00:00:00.000Z,1969,,,FT,150,EN SERVICE,3.676,20798
410960713,1969-01-01T00:00:00.000Z,1969,,,FT,150,EN SERVICE,36.452,20798
410960722,1994-01-01T00:00:00.000Z,1994,,,FT,60,EN SERVICE,162.509,11667
410960724,1994-01-01T00:00:00.000Z,1994,,,FT,60,EN SERVICE,31.095,11667
410960725,1994-01-01T00:00:00.000Z,1994,,,FT,60,EN SERVICE,11.448,11667
410960727,1978-01-01T00:00:00.000Z,1978,,,FT,150,EN SERVICE,50.285,17511
410960728,2024-06-03T00:00:00.000Z,2024,,,FT,150,EN SERVICE,3.706,556
410963407,2024-07-01T00:00:00.000Z,2024,,,FT,250,EN SERVICE,3.848,528
410963414,2013-01-01T00:00:00.000Z,2013,,,FT,200,EN SERVICE,37.148,4727
410963415,2013-01-01T00:00:00.000Z,2013,,,FT,200,EN SERVICE,34.744,4727
410963416,2013-04-01T00:00:00.000Z,2013,,,PEHD,50,EN SERVICE,4.218,4637
410963419,2013-01-01T00:00:00.000Z,2013,,,FT,100,EN SERVICE,1.462,4727
410963418,2013-04-01T00:00:00.000Z,2013,,,PEHD,50,EN SERVICE,4.991,4637
410963420,2013-01-01T00:00:00.000Z,2013,,,FT,100,EN SERVICE,102.202,4727
410963421,2013-04-01T00:00:00.000Z,2013,,,PEHD,50,EN SERVICE,4.286,4637
410963422,2013-01-01T00:00:00.000Z,2013,,,FT,150,EN SERVICE,4.953,4727
410963423,2013-01-01T00:00:00.000Z,2013,,,FT,150,EN SERVICE,5.773,4727
410963424,2013-04-01T00:00:00.000Z,2013,,,PEHD,50,EN SERVICE,7.223,4637
410946964,1975-01-01T00:00:00.000Z,1975,,,FTG,80,EN SERVICE,8.056,18607
410946965,1975-01-01T00:00:00.000Z,1975,,,FTG,80,EN SERVICE,8.872,18607
410946970,1975-01-01T00:00:00.000Z,1975,,,FTG,80,EN SERVICE,31.796,18607
410947438,1949-01-01T00:00:00.000Z,1949,2023-09-12T22:00:00.000Z,2023,FTG,60,ABANDONNE,1.14,
410946968,1975-01-01T00:00:00.000Z,1975,,,FTG,80,EN SERVICE,25.097,18607
410946969,1975-01-01T00:00:00.000Z,1975,,,FTG,80,EN SERVICE,3.01,18607
410947439,1949-01-01T00:00:00.000Z,1949,2023-09-12T22:00:00.000Z,2023,FTG,60,ABANDONNE,31.254,27282
410946976,2010-01-01T00:00:00.000Z,2010,,,PEHD,110,EN SERVICE,9.753,5823
410946983,2011-01-01T00:00:00.000Z,2011,,,PEHD,110,EN SERVICE,22.297,5458
410946984,2011-01-01T00:00:00.000Z,2011,,,PEHD,110,EN SERVICE,12.605,5458
410946985,2011-01-01T00:00:00.000Z,2011,,,PEHD,110,EN SERVICE,23.497,5458
410946986,2009-01-01T00:00:00.000Z,2009,,,PEHD,110,EN SERVICE,17.648,6188
410946987,2009-01-01T00:00:00.000Z,2009,,,PEHD,110,EN SERVICE,7.326,6188
410946992,2009-01-01T00:00:00.000Z,2009,,,PEHD,110,EN SERVICE,14.444,6188
410947437,1963-01-01T00:00:00.000Z,1963,2023-09-12T22:00:00.000Z,2023,FT,100,ABANDONNE,0.436,
410946990,2009-01-01T00:00:00.000Z,2009,,,PEHD,110,EN SERVICE,8.429,6188
410946991,2009-01-01T00:00:00.000Z,2009,,,PEHD,110,EN SERVICE,18.1,6188
410943850,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,6.011,1392
410943827,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,11.434,1392
410943831,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,1.059,1392
410949510,2019-10-30T00:00:00.000Z,2019,,,FT,200,EN SERVICE,0.921,2234
410943847,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,12.024,1392
410943833,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,0.6,1392
410943836,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,5.92,1392
410943838,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,6.245,1392
410943848,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,12.024,1392
410943842,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,9.858,1392
410943846,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,3.914,1392
410943872,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,8.641,1392
410943862,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,12.024,1392
410943854,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,6.013,1392
410943855,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,12.024,1392
410943860,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,2.061,1392
410943861,2022-02-18T00:00:00.000Z,2022,,,PEHD,125,EN SERVICE,6.012,1392
410949511,2019-10-30T00:00:00.000Z,2019,,,FT,200,EN SERVICE,0.265,2234
410958926,2020-05-26T00:00:00.000Z,2020,,,FTVI,100,EN SERVICE,8.072,2025
410958922,2020-05-26T00:00:00.000Z,2020,,,FTVI,100,EN SERVICE,12.661,2025
410958932,2020-05-26T00:00:00.000Z,2020,,,FT,100,EN SERVICE,42.003,2025
410958934,2020-05-26T00:00:00.000Z,2020,,,FT,100,EN SERVICE,53.998,2025
410958925,2020-05-26T00:00:00.000Z,2020,,,FTVI,100,EN SERVICE,2.326,2025
410958927,2020-05-26T00:00:00.000Z,2020,,,FT,100,EN SERVICE,23.983,2025
410958930,2020-05-26T00:00:00.000Z,2020,,,FT,100,EN SERVICE,29.999,2025
410958935,2020-05-26T00:00:00.000Z,2020,,,FT,100,EN SERVICE,1.133,2025
410958933,2020-05-26T00:00:00.000Z,2020,,,FT,100,EN SERVICE,35.998,2025
410958938,2020-05-26T00:00:00.000Z,2020,,,FTVI,100,EN SERVICE,7.834,2025
410958939,2020-05-26T00:00:00.000Z,2020,,,FTVI,100,EN SERVICE,4.062,2025
410958940,2020-05-26T00:00:00.000Z,2020,,,FTVI,100,EN SERVICE,0.913,2025
410958948,2024-03-07T00:00:00.000Z,2024,,,FT,100,EN SERVICE,2.776,644
410958943,2020-05-26T00:00:00.000Z,2020,,,FT,100,EN SERVICE,0.96,2025
410958947,2020-05-26T00:00:00.000Z,2020,,,FTVI,100,EN SERVICE,1.344,2025
410946445,2010-08-16T00:00:00.000Z,2010,,,FT,100,EN SERVICE,24.273,5596
410964687,2024-08-01T00:00:00.000Z,2024,,,FT,400,EN SERVICE,5.745,497
410946447,1970-01-01T00:00:00.000Z,1970,,,POLY,36,EN SERVICE,42.469,20433
410962790,1973-01-01T00:00:00.000Z,1973,,,FT,300,EN SERVICE,18.481,19337
410962791,1973-01-01T00:00:00.000Z,1973,,,FT,300,EN SERVICE,0.424,19337
410962792,1960-01-01T00:00:00.000Z,1960,,,POLY,51,EN SERVICE,1.466,24086
410962793,1960-01-01T00:00:00.000Z,1960,,,POLY,51,EN SERVICE,0.878,24086
410962794,1960-01-01T00:00:00.000Z,1960,,,POLY,51,EN SERVICE,22.095,24086
410962795,1974-01-01T00:00:00.000Z,1974,,,FT,120,EN SERVICE,9.837,18972
410962796,1974-01-01T00:00:00.000Z,1974,,,FT,120,EN SERVICE,21.369,18972
410962802,1965-01-01T00:00:00.000Z,1965,,,FT,300,EN SERVICE,14.683,22259
410962799,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,0.773,28103
410962800,1949-01-01T00:00:00.000Z,1949,,,FTG,100,EN SERVICE,9.075,28103
410962805,1965-01-01T00:00:00.000Z,1965,,,FT,100,EN SERVICE,28.699,22259
410962803,1965-01-01T00:00:00.000Z,1965,,,FT,300,EN SERVICE,43.915,22259
410962804,1965-01-01T00:00:00.000Z,1965,,,FT,300,EN SERVICE,39.811,22259
410962806,1965-01-01T00:00:00.000Z,1965,,,FT,100,EN SERVICE,2.382,22259
410944559,1949-01-01T00:00:00.000Z,1949,2023-07-06T22:00:00.000Z,2023,FTG,80,ABANDONNE,18.337,27214
410944560,1949-01-01T00:00:00.000Z,1949,2023-07-06T22:00:00.000Z,2023,FTG,80,ABANDONNE,1.482,
410944561,1949-01-01T00:00:00.000Z,1949,2023-10-25T22:00:00.000Z,2023,FTG,80,ABANDONNE,1.396,27325
410944562,1949-01-01T00:00:00.000Z,1949,2023-07-06T22:00:00.000Z,2023,FTG,80,ABANDONNE,8.762,27214
410944563,2023-06-09T00:00:00.000Z,2023,,,FT,150,EN SERVICE,35.971,916
410944564,2023-06-09T00:00:00.000Z,2023,,,FT,150,EN SERVICE,12.159,916
410944565,2023-07-07T00:00:00.000Z,2023,,,FT,100,EN SERVICE,0.506,888
410944566,2023-07-07T00:00:00.000Z,2023,,,FT,100,EN SERVICE,12.309,888
410944567,2023-07-07T00:00:00.000Z,2023,,,FT,100,EN SERVICE,21.213,888
410944569,1970-01-01T00:00:00.000Z,1970,1969-12-31T23:00:00.000Z,1969,POLY,50,ABANDONNE,0.649,
410944570,1970-01-01T00:00:00.000Z,1970,,,POLY,50,EN SERVICE,0.676,20433
410944723,2023-06-02T00:00:00.000Z,2023,,,FTVI,300,EN SERVICE,0.809,923
410944724,2023-06-02T00:00:00.000Z,2023,,,FTVI,300,EN SERVICE,6.123,923
410946456,2017-02-09T00:00:00.000Z,2017,,,FT,100,EN SERVICE,2.925,3227
410944746,2023-06-02T00:00:00.000Z,2023,,,FT,300,EN SERVICE,12.017,923
410944747,2023-06-02T00:00:00.000Z,2023,,,FTVI,300,EN SERVICE,18.188,923
410944748,2023-06-02T00:00:00.000Z,2023,,,FTVI,300,EN SERVICE,20.281,923
410953011,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,7.77,2733
410953010,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,13.292,2733
410953012,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,27.361,2733
410953013,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,26.679,2733
410953014,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,12.771,2733
410953116,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,9.414,2733
410953079,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,8.518,2733
410953118,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,6.247,2733
410953111,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,5.72,2733
410953119,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,5.833,2733
410953108,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,25.185,2733
410953120,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,5.075,2733
410953112,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,6.985,2733
410953117,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,9.523,2733
410953121,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,30.835,2733
410953122,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,16.734,2733
410953123,2018-06-18T00:00:00.000Z,2018,,,FT,100,EN SERVICE,7.897,2733
410968570,1993-01-01T00:00:00.000Z,1993,2024-09-17T22:00:00.000Z,2024,FT,100,ABANDONNE,0.65,
410953683,2024-05-24T00:00:00.000Z,2024,,,FT,150,EN SERVICE,29.789,566
410968504,2014-10-16T00:00:00.000Z,2014,,,FT,200,EN SERVICE,31.032,4074
410968505,2014-10-16T00:00:00.000Z,2014,,,FT,200,EN SERVICE,22.16,4074
410968571,1993-01-01T00:00:00.000Z,1993,,,FT,100,EN SERVICE,129.64,12032
410953715,2024-05-24T00:00:00.000Z,2024,,,FT,150,EN SERVICE,7.69,566
410968506,2014-10-16T00:00:00.000Z,2014,,,FT,200,EN SERVICE,18.018,4074
410968577,2024-09-09T00:00:00.000Z,2024,,,FTVI,100,EN SERVICE,13.4,458
410956033,2014-09-22T00:00:00.000Z,2014,,,FT,200,EN SERVICE,9.338,4098
410956035,2014-09-22T00:00:00.000Z,2014,,,FT,200,EN SERVICE,14.752,4098
410956036,2014-09-22T00:00:00.000Z,2014,,,FT,200,EN SERVICE,1.148,4098
410956037,2014-09-22T00:00:00.000Z,2014,,,FT,200,EN SERVICE,25.584,4098
410956038,2014-09-22T00:00:00.000Z,2014,,,FT,200,EN SERVICE,13.377,4098
410956050,2014-09-22T00:00:00.000Z,2014,,,FT,150,EN SERVICE,7.659,4098
410963074,2024-05-28T00:00:00.000Z,2024,,,FTVI,400,EN SERVICE,6.7,562
410963075,1960-01-01T00:00:00.000Z,1960,,,FTG,400,EN SERVICE,1.187,24086
410963076,1960-01-01T00:00:00.000Z,1960,,,FTG,400,EN SERVICE,15.688,24086
410963067,1960-01-01T00:00:00.000Z,1960,,,FTG,300,EN SERVICE,1.147,24086
410963073,2024-05-28T00:00:00.000Z,2024,,,FTVI,300,EN SERVICE,3.6,562
410963077,1960-01-01T00:00:00.000Z,1960,2024-06-09T22:00:00.000Z,2024,FTG,400,ABANDONNE,0.529,
410963127,2024-04-17T00:00:00.000Z,2024,,,FTVI,150,EN SERVICE,25.109,603
410963304,2023-11-07T00:00:00.000Z,2023,,,FT,250,EN SERVICE,36.3,765
410963133,2024-04-17T00:00:00.000Z,2024,,,FTVI,150,EN SERVICE,11.073,603
410963134,2024-05-15T00:00:00.000Z,2024,,,FTVI,100,EN SERVICE,2.066,575
410963135,2024-05-15T00:00:00.000Z,2024,,,FTVI,100,EN SERVICE,0.465,575
410963136,2024-04-01T00:00:00.000Z,2024,,,FT,400,EN SERVICE,41.671,619
410963150,2024-04-17T00:00:00.000Z,2024,,,FT,150,EN SERVICE,12.016,603
410963151,2024-04-17T00:00:00.000Z,2024,,,FT,150,EN SERVICE,12.013,603
410963152,2024-04-17T00:00:00.000Z,2024,,,FT,150,EN SERVICE,12.019,603
410963153,2024-04-17T00:00:00.000Z,2024,,,FT,150,EN SERVICE,12.01,603
410963305,2023-11-07T00:00:00.000Z,2023,,,FT,250,EN SERVICE,36.0,765
410963307,2023-11-10T00:00:00.000Z,2023,,,FTVI,150,EN SERVICE,1.869,762
410835847,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,10.827,3402
410947885,2013-09-01T00:00:00.000Z,2013,,,PEHD,63,EN SERVICE,2.299,4484
410948931,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,12.015,3402
410948929,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,6.018,3402
410948917,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,7.275,3402
410948933,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,12.028,3402
410948947,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,6.022,3402
410948932,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,12.036,3402
410948942,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,12.004,3402
410948948,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,18.02,3402
410948963,2016-08-18T00:00:00.000Z,2016,,,FT,100,EN SERVICE,1.291,3402
410948964,2016-08-18T00:00:00.000Z,2016,,,FT,100,EN SERVICE,0.692,3402
410948967,2016-08-18T00:00:00.000Z,2016,,,FT,250,EN SERVICE,2.709,3402
410948968,2016-08-18T00:00:00.000Z,2016,,,FTVI,250,EN SERVICE,1.276,3402
410949237,1960-01-01T00:00:00.000Z,1960,,,FTG,125,EN SERVICE,1.056,24086
410952294,1966-01-01T00:00:00.000Z,1966,2023-12-13T23:00:00.000Z,2023,POLY,32,ABANDONNE,0.862,
410952300,1960-01-01T00:00:00.000Z,1960,,,FTG,150,EN SERVICE,0.32,24086
410963691,1989-01-01T00:00:00.000Z,1989,,,BTM,900,EN SERVICE,6.9,13493
410963692,1952-01-01T00:00:00.000Z,1952,,,BTM,900,EN SERVICE,41.42,27008
410963693,1952-01-01T00:00:00.000Z,1952,,,BTM,900,EN SERVICE,3.727,27008
410963694,1949-01-01T00:00:00.000Z,1949,,,FTG,300,EN SERVICE,12.563,28103
410963695,1949-01-01T00:00:00.000Z,1949,,,FTG,300,EN SERVICE,2.675,28103
410963696,1949-01-01T00:00:00.000Z,1949,,,FTG,300,EN SERVICE,4.413,28103
410963700,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,49.399,28103
410963701,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,39.116,28103
410963702,1949-01-01T00:00:00.000Z,1949,,,FTG,250,EN SERVICE,37.191,28103
