GID,materiau,age_at_freeze,diametre,longueur,y_true,y_pred,y_score,prediction_type
410966779,FT,14.847364818617386,100.0,82.726,0,0,0.022798321763521222,TN
410966789,FT,14.847364818617386,100.0,3.052,0,0,0.2268388509856877,TN
410000670,FT,60.84873374401095,300.0,71.43,0,0,0.2386590233674244,TN
410000672,FT,60.84873374401095,300.0,75.729,0,0,0.17153200978079405,TN
410000677,FT,35.84941820670773,100.0,39.018,0,0,0.0890214513775876,TN
410000678,FT,35.84941820670773,100.0,24.807,0,0,0.09591063633483059,TN
410000679,FT,35.84941820670773,100.0,51.443,0,0,0.0728050601346103,TN
410000690,FT,46.847364818617386,150.0,1.197,0,1,0.8101149026674418,FP
410000695,FT,60.84873374401095,300.0,46.95,0,0,0.2993022041512271,TN
410000698,FT,60.84873374401095,100.0,9.645,0,1,0.7621089243658982,FP
410001235,FT,34.847364818617386,100.0,69.997,0,0,0.04658594979397052,TN
410001236,FT,34.847364818617386,100.0,59.31,0,0,0.07650402006178843,TN
410001237,FT,34.847364818617386,100.0,81.921,0,0,0.06444562776520411,TN
410001246,BTM,44.84873374401095,1000.0,46.609,0,0,0.008464178795502677,TN
410001249,BTM,44.84873374401095,1000.0,88.323,0,0,0.010130919932982653,TN
410001252,FT,35.84941820670773,150.0,2.054,0,1,0.8305462788112428,FP
410001256,BTM,44.84873374401095,1000.0,51.651,0,0,0.008269197171780748,TN
410001258,FT,35.84941820670773,150.0,72.557,0,0,0.10422973421851615,TN
410001259,FT,35.84941820670773,150.0,91.583,0,0,0.03296949512216945,TN
410000195,FTG,74.84736481861738,80.0,29.773,0,1,0.7701178661780252,FP
410000200,FT,40.84873374401095,150.0,85.322,0,0,0.03650022403986274,TN
410000201,FT,40.84873374401095,150.0,7.511,0,0,0.15061386434218685,TN
410000203,FT,40.84873374401095,150.0,165.19,0,0,0.2293129773689394,TN
410000204,FT,40.84873374401095,150.0,9.641,0,0,0.16854246406280005,TN
410000206,FT,40.84873374401095,100.0,111.706,0,0,0.043397624755097175,TN
410000207,FT,40.84873374401095,80.0,50.772,0,0,0.06224211612034002,TN
410000209,FT,40.84873374401095,80.0,156.37,0,0,0.09024801263829059,TN
410000210,FT,40.84873374401095,80.0,47.569,0,0,0.06224211612034002,TN
410000706,FT,60.84873374401095,100.0,7.545,0,1,0.7428420415337165,FP
410000708,FT,49.84804928131417,100.0,0.501,0,1,0.916615511482722,FP
410000714,FTG,74.84736481861738,100.0,17.167,0,1,0.6017630704297205,FP
410000716,FTG,74.84736481861738,100.0,11.803,0,1,0.5785423729506547,FP
410000717,FT,57.84804928131417,150.0,62.171,1,1,0.8110244229941441,TP
410000719,FT,39.84941820670773,100.0,18.4,0,0,0.08536815287068439,TN
410000721,FT,45.84804928131417,100.0,30.425,0,0,0.1893505053690797,TN
410000731,FTG,74.84736481861738,100.0,10.497,0,1,0.6611058670624599,FP
410000760,FT,45.84804928131417,100.0,27.211,0,0,0.1893505053690797,TN
410902105,FTBLU,8.369609856262834,110.0,26.947,0,0,0.001982903832343008,TN
410902106,FTBLU,8.369609856262834,110.0,7.597,0,0,0.0019036263245227473,TN
410902107,FTBLU,8.369609856262834,110.0,47.289,0,0,0.0017145007137585268,TN
410001270,FTG,74.84736481861738,60.0,27.608,0,1,0.8069576620862534,FP
410001272,FT,30.847364818617386,150.0,14.705,0,0,0.16556137282440747,TN
410001274,FT,30.847364818617386,100.0,5.689,0,0,0.359355543046543,TN
410001276,FTG,74.84736481861738,60.0,65.5,0,1,0.5897018078667408,FP
410001277,FT,30.847364818617386,100.0,81.94,0,0,0.0646501374254897,TN
410001278,FT,30.847364818617386,100.0,10.749,0,0,0.19137667543473166,TN
410001279,FTG,74.84736481861738,100.0,10.28,0,1,0.685227979153597,FP
410001281,FT,53.84804928131417,100.0,102.043,0,0,0.22656507240011883,TN
410001283,FT,52.84873374401095,100.0,84.6,0,1,0.7053804663025613,FP
410001284,FTG,74.84736481861738,100.0,10.31,0,1,0.685227979153597,FP
410001290,FT,48.84873374401095,100.0,129.033,0,0,0.04916506552438239,TN
410001291,FT,48.84873374401095,100.0,61.478,0,0,0.08220603998507209,TN
410000217,FT,43.84941820670773,100.0,114.043,0,0,0.04176917387647933,TN
410000218,FT,40.84873374401095,80.0,34.748,0,0,0.06969816901180789,TN
410000219,FTG,74.84736481861738,100.0,27.909,0,1,0.6364225429526816,FP
410000220,FT,40.84873374401095,200.0,81.679,0,0,0.04465142182048039,TN
410000224,FT,40.84873374401095,100.0,44.91,0,0,0.06299600672191558,TN
410000225,FT,40.84873374401095,100.0,7.475,0,0,0.052255466373852894,TN
410000226,FT,40.84873374401095,100.0,134.552,0,0,0.05274226606110505,TN
410000227,FT,40.84873374401095,100.0,91.82,0,0,0.04260712982601378,TN
410000228,FT,40.84873374401095,100.0,85.581,0,0,0.058687134901085125,TN
410000229,FT,40.84873374401095,100.0,29.946,0,0,0.11855526905286025,TN
410000230,FT,40.84873374401095,200.0,123.675,0,0,0.034399928283665636,TN
410000231,FT,40.84873374401095,200.0,26.23,0,0,0.04957379611349536,TN
410000232,FT,40.84873374401095,200.0,50.041,0,0,0.033402955110397696,TN
410000233,FT,40.84873374401095,200.0,40.598,0,0,0.04976660389181056,TN
410000235,FTG,74.84736481861738,100.0,287.351,0,0,0.13061576437961198,TN
410000236,FT,40.84873374401095,100.0,60.981,0,0,0.05231212146794154,TN
410000773,FT,35.84941820670773,80.0,59.219,0,0,0.08187805616446757,TN
410000777,FT,37.84804928131417,150.0,7.446,0,0,0.2372950349680734,TN
410000778,FT,37.84804928131417,100.0,6.673,0,1,0.5219748526122358,FP
410000786,FT,34.847364818617386,200.0,1.122,0,1,0.7332712224030584,FP
410000788,FT,46.847364818617386,100.0,32.086,0,0,0.10057468497265765,TN
410000789,FT,46.847364818617386,100.0,26.165,0,0,0.09794704723626015,TN
410000791,FTG,74.84736481861738,300.0,22.485,0,1,0.5112392538155888,FP
410000792,FTG,74.84736481861738,200.0,4.366,0,0,0.34874628987972595,TN
410000799,FTG,74.84736481861738,80.0,22.454,0,1,0.7701178661780252,FP
410000801,FTG,74.84736481861738,100.0,34.32,0,1,0.6385270248533501,FP
410000804,FTG,74.84736481861738,80.0,20.637,0,0,0.40053525972834264,TN
410000805,FTG,74.84736481861738,80.0,31.445,0,1,0.7701178661780252,FP
410000807,FT,44.84873374401095,100.0,33.438,0,0,0.2499288385811877,TN
410000810,FT,44.84873374401095,100.0,20.29,0,0,0.25000969799139017,TN
410000811,FT,44.84873374401095,100.0,21.669,0,0,0.25000969799139017,TN
410001294,POLY,48.84873374401095,36.0,16.833,0,0,0.22459825039975628,TN
410001296,FT,53.84804928131417,100.0,34.512,0,0,0.3109074636843833,TN
410001297,FT,53.84804928131417,150.0,121.863,0,0,0.24203636561147027,TN
410001298,FT,53.84804928131417,150.0,10.336,0,0,0.4458530823567066,TN
410001299,FT,36.84873374401095,300.0,199.606,0,0,0.0012817530755942143,TN
410001301,FT,36.84873374401095,300.0,14.123,0,0,0.09705236262906176,TN
410001303,FT,59.84941820670773,300.0,27.187,0,1,0.6171212273821898,FP
410001304,FT,59.84941820670773,300.0,4.827,0,1,0.51603936110025,FP
410000237,FT,40.84873374401095,80.0,88.913,0,0,0.03381666482487824,TN
410000238,FT,40.84873374401095,80.0,29.627,0,0,0.06969816901180789,TN
410000239,FT,40.84873374401095,80.0,35.544,0,0,0.06969816901180789,TN
410000243,FT,40.84873374401095,200.0,88.808,0,0,0.04201316984513695,TN
410000246,FTG,74.84736481861738,100.0,3.465,0,0,0.3265191026836307,TN
410000248,FT,40.84873374401095,150.0,19.729,0,0,0.1613243665476884,TN
410000250,FT,40.84873374401095,100.0,64.708,0,0,0.054613206340804785,TN
410000251,FT,40.84873374401095,150.0,16.746,0,0,0.16305086859780082,TN
410000252,FT,40.84873374401095,150.0,80.789,0,0,0.11625639880963402,TN
410000253,FT,40.84873374401095,80.0,46.101,0,0,0.06224211612034002,TN
410000254,FT,40.84873374401095,80.0,49.686,0,0,0.06224211612034002,TN
410000262,FT,40.84873374401095,200.0,17.807,0,0,0.053395161323975364,TN
410000263,FT,40.84873374401095,200.0,85.869,0,0,0.042427627886604175,TN
410000266,FT,40.84873374401095,200.0,7.069,0,0,0.26209417713312255,TN
410000267,FT,40.84873374401095,80.0,54.993,0,0,0.06224211612034002,TN
410000813,FT,46.847364818617386,100.0,45.481,0,0,0.09261695511175923,TN
410000818,FT,38.847364818617386,150.0,1.918,0,1,0.8573868737824422,FP
410000821,FTG,74.84736481861738,100.0,6.328,0,1,0.6395841722140418,FP
410000826,FT,41.84804928131417,100.0,3.06,0,1,0.5795880770505266,FP
410000831,FT,44.84873374401095,100.0,64.201,0,0,0.1677956576366169,TN
410809118,ACIE,38.847364818617386,300.0,2.757,0,0,0.0117297310048437,TN
410000842,FT,39.84941820670773,100.0,6.25,0,0,0.333814380052323,TN
410000861,FT,40.84873374401095,200.0,76.544,0,0,0.039502803253035054,TN
410000864,FT,40.84873374401095,100.0,1.702,0,0,0.3983912206143959,TN
410000865,FT,40.84873374401095,100.0,14.358,0,0,0.06413897683629921,TN
410001313,FTG,118.84736481861738,100.0,79.551,0,0,0.2773559113387447,TN
410001314,FTG,74.84736481861738,100.0,72.371,0,0,0.26762368706429496,TN
410001315,FTG,74.84736481861738,100.0,75.716,0,0,0.2734834899035038,TN
410001316,FTG,68.84873374401096,100.0,30.611,0,0,0.4605372514416906,TN
410001317,FTG,68.84873374401096,100.0,235.859,0,0,0.05984631746976543,TN
410001327,FTG,74.84736481861738,100.0,69.251,0,0,0.3599715653023247,TN
410001328,FT,48.84873374401095,100.0,176.604,0,0,0.08725721716069823,TN
410001342,FTG,68.84873374401096,80.0,115.985,0,0,0.3586445816069745,TN
410001343,FTG,97.84804928131418,250.0,37.507,0,0,0.3224830624187526,TN
410000273,FT,40.84873374401095,80.0,89.407,0,0,0.03381666482487824,TN
410000274,FT,40.84873374401095,80.0,35.025,0,0,0.06969816901180789,TN
410000275,FT,40.84873374401095,80.0,35.227,0,0,0.06969816901180789,TN
410000279,FT,40.84873374401095,200.0,37.235,0,0,0.05367898225630848,TN
410000280,FT,40.84873374401095,200.0,71.14,0,0,0.05183171552029862,TN
410000281,FT,30.847364818617386,300.0,2.244,0,0,0.4215704197079989,TN
410000282,FTG,74.84736481861738,100.0,1.669,0,1,0.8476260262532809,FP
410000284,FT,40.84873374401095,200.0,179.353,0,0,0.051899468780531824,TN
410000285,FT,40.84873374401095,200.0,406.705,0,0,0.0029497770182972467,TN
410000286,FT,30.847364818617386,100.0,20.238,0,0,0.09457722518495018,TN
410000289,FT,30.847364818617386,200.0,7.936,0,0,0.05227815888499619,TN
410000290,FT,30.847364818617386,200.0,3.69,0,0,0.15889536323030806,TN
410809119,ACIE,38.847364818617386,300.0,2.975,0,0,0.0117297310048437,TN
410000881,FT,44.84873374401095,100.0,64.045,0,0,0.1677956576366169,TN
410000900,FT,34.847364818617386,100.0,85.155,0,0,0.061299268896950844,TN
410000903,FT,34.847364818617386,100.0,36.28,0,0,0.08915828649776013,TN
410000909,FTG,74.84736481861738,100.0,8.862,0,1,0.6274319919164003,FP
410000911,FT,34.847364818617386,200.0,21.37,0,0,0.09422099436324874,TN
410000913,BTM,56.84873374401095,900.0,149.552,0,0,0.0030517739718728706,TN
410000914,FT,56.84873374401095,200.0,31.306,0,0,0.33464593547641003,TN
410000915,FT,56.84873374401095,300.0,4.488,0,1,0.6292469752216194,FP
410000918,BTM,55.84941820670773,1200.0,255.565,0,0,0.002357329231144497,TN
410001344,FTG,118.84736481861738,250.0,163.827,0,0,0.015268661576282653,TN
410001345,FTG,118.84736481861738,250.0,76.927,0,0,0.023826255265106365,TN
410001348,FTG,74.84736481861738,150.0,1.898,0,1,0.8753521782026513,FP
410001349,FTG,118.84736481861738,150.0,3.688,0,1,0.653448551266211,FP
410001350,FTG,118.84736481861738,150.0,18.908,0,0,0.49500786370495575,TN
410001351,FT,45.84804928131417,150.0,54.392,0,0,0.16872320491505824,TN
410001352,FTG,74.84736481861738,100.0,13.961,0,1,0.5443747509461595,FP
410001353,FTG,118.84736481861738,100.0,10.1,0,1,0.8231322052437702,FP
410001355,FTG,68.84873374401096,100.0,117.282,0,0,0.2741350577517379,TN
410001358,FTG,74.84736481861738,100.0,16.247,0,1,0.6017630704297205,FP
410001359,FT,52.84873374401095,200.0,103.366,0,1,0.6287830854212509,FP
410001360,FT,52.84873374401095,200.0,132.452,0,1,0.6089247320291952,FP
410001361,FT,52.84873374401095,100.0,38.611,0,1,0.8374982498341138,FP
410001362,FTG,74.84736481861738,100.0,9.034,0,1,0.6678421382151996,FP
410001368,FT,29.848049281314168,100.0,128.439,0,0,0.032631641834472695,TN
410001369,FT,29.848049281314168,100.0,33.975,0,0,0.05381801411343477,TN
410001370,FT,32.84873374401095,100.0,80.15,0,0,0.17359356574214332,TN
410000305,FTG,74.84736481861738,100.0,177.377,0,1,0.6138577668443971,FP
410000307,FT,40.84873374401095,100.0,1.32,0,1,0.8065813965224872,FP
410000309,FT,39.84941820670773,200.0,99.114,0,0,0.06853548117306321,TN
410000311,FT,39.84941820670773,200.0,1.632,0,1,0.6274776235856125,FP
410000317,FT,45.84804928131417,100.0,36.193,0,0,0.1924785104126619,TN
410000318,FTG,74.84736481861738,100.0,6.799,0,1,0.6395841722140418,FP
410000319,FTG,74.84736481861738,60.0,79.742,0,1,0.6674458534646318,FP
410000320,FTG,74.84736481861738,100.0,19.132,0,1,0.6338550885497487,FP
410000321,FT,40.84873374401095,200.0,43.472,0,0,0.047036973996449065,TN
410000322,FT,40.84873374401095,200.0,43.497,0,0,0.0197469791647236,TN
410000323,FT,36.84873374401095,200.0,135.347,0,0,0.0672017237395453,TN
410000327,FT,50.847364818617386,100.0,108.068,0,0,0.11281840592559825,TN
410000329,FT,50.847364818617386,100.0,67.931,0,0,0.07333287023476684,TN
410000330,FT,45.84804928131417,100.0,120.044,0,0,0.13776218947482086,TN
410000334,FT,34.847364818617386,100.0,37.442,0,0,0.08915828649776013,TN
410000335,FT,52.84873374401095,100.0,7.468,0,1,0.7503839620152948,FP
410000933,BTM,46.847364818617386,600.0,35.862,0,0,0.007268757080065238,TN
410000935,BTM,46.847364818617386,600.0,23.91,0,0,0.004628589742850231,TN
410000938,BTM,46.847364818617386,600.0,13.172,0,0,0.04890027675175739,TN
410000943,FTG,74.84736481861738,150.0,39.091,0,1,0.606589731700916,FP
410000947,FT,46.847364818617386,100.0,19.475,0,0,0.10061370553254928,TN
410850875,FT,18.847364818617386,100.0,90.0,0,0,0.05247715125008299,TN
410001379,FTG,68.84873374401096,250.0,116.752,0,0,0.11122291270824197,TN
410001382,FTG,68.84873374401096,250.0,146.275,0,0,0.020270987928100608,TN
410001384,FT,55.84941820670773,100.0,25.731,0,1,0.7356805193122676,FP
410001385,FT,55.84941820670773,100.0,60.509,0,1,0.7418223193843131,FP
410001386,FT,55.84941820670773,100.0,125.508,0,0,0.27524724403616024,TN
410001389,FT,48.84873374401095,100.0,198.22,0,0,0.05257517384685989,TN
410001391,FTG,118.84736481861738,200.0,2.963,0,1,0.7837464046811271,FP
410000341,FTG,74.84736481861738,100.0,4.667,0,1,0.6853505030664284,FP
410000346,FTG,74.84736481861738,40.0,59.283,0,0,0.402071438616816,TN
410000348,FTG,74.84736481861738,100.0,165.017,0,1,0.6627226830247421,FP
410000350,FTG,74.84736481861738,120.0,102.657,0,1,0.5969361985484324,FP
410000351,FTG,74.84736481861738,120.0,173.591,0,1,0.6667769705182813,FP
410000352,FT,34.847364818617386,100.0,36.547,0,0,0.08915828649776013,TN
410000354,FTG,74.84736481861738,120.0,3.008,0,1,0.8760941054883438,FP
410000357,FT,47.84941820670773,150.0,96.437,0,0,0.1371431822178618,TN
410000359,FTG,74.84736481861738,120.0,8.275,0,1,0.7244664589227037,FP
410000360,FTG,74.84736481861738,120.0,200.398,0,0,0.3961355115571736,TN
410000369,FTG,74.84736481861738,150.0,5.024,0,1,0.6385801509640419,FP
410000948,FT,46.847364818617386,100.0,35.645,0,0,0.10057468497265765,TN
410000949,FT,46.847364818617386,100.0,60.057,0,0,0.0665019728881213,TN
410000950,FT,46.847364818617386,100.0,117.928,0,0,0.04198178917043268,TN
410810774,FT,34.847364818617386,100.0,0.554,0,1,0.6669001561168065,FP
410000955,FTG,74.84736481861738,150.0,12.49,0,1,0.6629704188100852,FP
410000956,POLY,63.84941820670773,51.0,7.975,0,1,0.5890655652409283,FP
410000968,FTG,74.84736481861738,150.0,22.013,0,1,0.7075136699820894,FP
410000971,FTG,74.84736481861738,100.0,20.519,0,1,0.6364225429526816,FP
410001394,FTG,74.84736481861738,100.0,5.582,0,1,0.6395841722140418,FP
410001395,FTG,97.84804928131418,250.0,23.14,0,0,0.2657114292392271,TN
410001396,FTG,97.84804928131418,250.0,27.745,0,0,0.17837493209198707,TN
410001397,FTG,69.84804928131418,250.0,41.822,0,0,0.2585608813248548,TN
410001398,FTG,69.84804928131418,250.0,213.38,0,0,0.0007730229887509962,TN
410001399,FTG,74.84736481861738,250.0,2.834,0,1,0.9151312068240713,FP
410001400,FTG,74.84736481861738,250.0,4.419,0,1,0.7368395252764284,FP
410001401,FTG,74.84736481861738,250.0,3.243,0,1,0.8115844545736078,FP
410001402,FT,58.847364818617386,150.0,194.911,0,0,0.22231944658356684,TN
410001404,FT,33.84804928131417,100.0,116.891,0,0,0.019394260291832596,TN
410001405,FT,33.84804928131417,100.0,4.199,0,0,0.4441170758477045,TN
410001407,FTG,74.84736481861738,100.0,6.148,0,0,0.46381956155796,TN
410001408,FTG,74.84736481861738,100.0,4.15,0,1,0.8111429686402415,FP
410001409,POLY,33.84804928131417,32.0,7.481,0,0,0.1174019729094584,TN
410001410,FTG,68.84873374401096,100.0,93.467,0,0,0.4387607611908728,TN
410001411,FTG,68.84873374401096,100.0,93.068,0,0,0.12990244685878213,TN
410001412,FTG,97.84804928131418,250.0,8.321,0,0,0.21478759600595682,TN
410001413,FTG,97.84804928131418,250.0,30.831,0,0,0.19160533509600342,TN
410000370,FTG,74.84736481861738,150.0,11.903,0,1,0.6319485309779,FP
410000371,FTG,74.84736481861738,150.0,4.319,0,1,0.6029450697108635,FP
410000372,FTG,74.84736481861738,150.0,9.622,0,1,0.7052323588238884,FP
410000375,FT,34.847364818617386,100.0,8.402,0,0,0.11290170552595198,TN
410000382,POLY,63.84941820670773,51.0,148.875,0,0,0.24111267990671395,TN
410000384,FTG,74.84736481861738,40.0,90.687,0,0,0.09170303969015878,TN
410000385,FTG,74.84736481861738,40.0,107.219,0,0,0.3691244351200082,TN
410000386,POLY,63.84941820670773,36.0,6.2,0,1,0.5397423157537956,FP
410000387,FTG,74.84736481861738,60.0,7.224,0,1,0.8289059962516387,FP
410000998,FTG,74.84736481861738,100.0,13.356,0,1,0.5443747509461595,FP
410001006,FT,60.84873374401095,200.0,30.648,0,1,0.7268914963416613,FP
410001007,FT,60.84873374401095,200.0,21.829,0,1,0.6172904565924325,FP
410001393,FTG,74.84736481861738,50.0,16.053,0,0,0.4025380258900908,TN
410001414,FTG,97.84804928131418,250.0,8.482,0,0,0.22857133911232325,TN
410001415,FTG,97.84804928131418,250.0,19.835,0,0,0.2659498398967537,TN
410001416,FTG,97.84804928131418,250.0,70.872,0,0,0.16045995782994604,TN
410001419,FTG,74.84736481861738,60.0,15.491,0,1,0.699141799757778,FP
410001422,FTG,74.84736481861738,100.0,8.72,0,1,0.6671595339421663,FP
410001423,FT,37.84804928131417,100.0,88.749,0,0,0.08158948008934439,TN
410001425,FT,55.84941820670773,100.0,20.116,0,1,0.7414386642815215,FP
410001426,FT,59.84941820670773,100.0,113.586,0,0,0.4102739753526624,TN
410001428,FT,59.84941820670773,100.0,3.789,0,1,0.6523889779446697,FP
410001430,FTG,74.84736481861738,80.0,32.125,0,1,0.7701178661780252,FP
410001431,FTG,74.84736481861738,80.0,16.299,0,1,0.7544942376223477,FP
410000398,FT,29.848049281314168,100.0,1.137,0,1,0.768781056674393,FP
410000399,FT,29.848049281314168,100.0,1.331,0,1,0.768781056674393,FP
410000400,POLY,29.848049281314168,51.0,6.858,0,0,0.033860131547752706,TN
410000401,FTG,74.84736481861738,100.0,28.639,0,1,0.6059405520042896,FP
410000404,FTG,74.84736481861738,100.0,99.228,0,1,0.5538897471721086,FP
410000405,FT,44.84873374401095,100.0,157.273,0,0,0.2811733750577987,TN
410000406,FT,34.847364818617386,100.0,36.712,0,0,0.08915828649776013,TN
410000407,FT,34.847364818617386,100.0,41.94,0,0,0.08011840817435734,TN
410000408,FTG,74.84736481861738,100.0,5.733,0,1,0.6395841722140418,FP
410000409,FTG,74.84736481861738,80.0,81.877,0,1,0.8486011441912716,FP
410000412,POLY,41.84804928131417,36.0,50.287,0,0,0.022945443137691226,TN
410000415,FT,29.848049281314168,100.0,5.674,0,0,0.1451921187320844,TN
410000416,FT,29.848049281314168,100.0,5.967,0,0,0.16386228400616829,TN
410000418,FT,44.84873374401095,100.0,235.652,0,0,0.11108683573409815,TN
410000420,FT,42.847364818617386,150.0,33.701,0,0,0.1502369129195521,TN
410000421,FT,42.847364818617386,150.0,44.234,0,0,0.06643961444860308,TN
410000422,FT,42.847364818617386,150.0,1.114,0,1,0.8807983155528926,FP
410001008,FT,60.84873374401095,200.0,35.799,0,1,0.5594077753237199,FP
410967586,FTG,61.84804928131417,150.0,17.694,0,1,0.7215184774096541,FP
410955465,FTVI,0.5284052019164955,100.0,6.13,0,0,0.0011888433167336775,TN
410001014,FT,36.84873374401095,80.0,8.7,0,0,0.38990479710913145,TN
410001015,FT,36.84873374401095,100.0,39.832,0,0,0.19273160667062417,TN
410001018,FTG,74.84736481861738,100.0,8.101,0,1,0.6044994686680444,FP
410955466,FTVI,0.5284052019164955,100.0,4.76,0,0,0.003972187115744574,TN
410001024,FT,35.84941820670773,100.0,19.302,0,0,0.07173691968770216,TN
410001026,FT,35.84941820670773,100.0,14.889,0,0,0.06796569100131117,TN
410001035,FT,35.84941820670773,100.0,8.267,0,0,0.10307417945863531,TN
410001036,ACIE,35.84941820670773,100.0,13.191,0,0,0.010079203178978709,TN
410000008,BTM,30.847364818617386,1000.0,74.574,0,0,0.0009404305320081424,TN
410000010,BTM,38.847364818617386,1200.0,37.876,0,0,0.0020137866506692065,TN
410000003,BTM,38.847364818617386,900.0,28.14,0,0,0.012076302242487015,TN
410000011,BTM,38.847364818617386,1200.0,81.677,0,0,0.0022899234402193594,TN
410000012,BTM,38.847364818617386,1200.0,28.357,0,0,0.010498579154396179,TN
410000013,BTM,38.847364818617386,1200.0,99.08,0,0,0.002363510921951583,TN
410000014,BTM,38.847364818617386,1200.0,11.527,0,0,0.006510522308195616,TN
410000015,FT,38.847364818617386,300.0,6.437,0,0,0.052652793096883435,TN
410000017,FT,56.84873374401095,300.0,131.681,0,1,0.5791164417728873,FP
410000020,BTM,38.847364818617386,900.0,92.381,0,0,0.0021710828801993825,TN
410000022,FT,53.84804928131417,300.0,113.417,0,0,0.049630261717386666,TN
410000023,BTM,38.847364818617386,1200.0,44.285,0,0,0.0018049931722669925,TN
410000025,BTM,38.847364818617386,1200.0,71.806,0,0,0.002340534812441102,TN
410000009,BTM,38.847364818617386,1000.0,85.995,0,0,0.0021710828801993825,TN
410000026,BTM,38.847364818617386,1200.0,24.034,0,0,0.011024845799885417,TN
410000027,BTM,55.84941820670773,1200.0,24.41,0,0,0.004128332873546892,TN
410000423,FT,42.847364818617386,150.0,2.924,0,1,0.6380472045323796,FP
410000424,FT,29.848049281314168,100.0,20.036,0,0,0.051528417281888665,TN
410000425,FT,29.848049281314168,100.0,13.859,0,0,0.032895642531235794,TN
410000426,FT,29.848049281314168,100.0,12.052,0,0,0.06335052881244248,TN
410000427,FT,37.84804928131417,150.0,3.309,0,1,0.7578479984654275,FP
410000428,FT,37.84804928131417,150.0,4.328,0,1,0.6784317059234518,FP
410000429,FT,37.84804928131417,150.0,1.102,0,1,0.8931688356999917,FP
410000431,FT,29.848049281314168,100.0,16.31,0,0,0.03858732684280964,TN
410000432,FT,29.848049281314168,100.0,25.144,0,0,0.05181562719093619,TN
410000433,FT,29.848049281314168,100.0,4.19,0,0,0.24176373367769138,TN
410000434,FT,29.848049281314168,100.0,26.046,0,0,0.05181562719093619,TN
410000435,FT,29.848049281314168,100.0,51.405,0,0,0.04621868429210675,TN
410000439,FT,53.84804928131417,100.0,17.291,0,0,0.3866461715236716,TN
410000440,FT,49.84804928131417,100.0,194.7,0,0,0.015446066296525153,TN
410000441,FTG,74.84736481861738,100.0,25.442,0,1,0.6364225429526816,FP
410000451,FT,34.847364818617386,200.0,7.598,0,0,0.10033669131227259,TN
410000452,FT,34.847364818617386,200.0,24.509,0,0,0.09422099436324874,TN
410001037,FTG,74.84736481861738,80.0,10.62,0,1,0.6566680886618415,FP
410001040,FT,35.84941820670773,100.0,29.131,0,0,0.09591063633483059,TN
410001045,FT,46.847364818617386,150.0,41.161,0,0,0.1017731622124026,TN
410001046,FT,19.849418206707735,150.0,23.277,0,0,0.1435651609250597,TN
410001071,FT,43.84941820670773,250.0,2.777,0,1,0.5277348412811029,FP
410001072,FT,43.84941820670773,250.0,10.781,0,0,0.31441084960275967,TN
410001079,FTG,66.84736481861738,250.0,5.434,0,0,0.3191671691288341,TN
410000028,BTM,55.84941820670773,1200.0,273.998,0,0,0.002357329231144497,TN
410000029,BTM,55.84941820670773,1200.0,167.698,0,0,0.00293066923169371,TN
410000033,BTM,56.84873374401095,250.0,7.46,0,0,0.0952741485720066,TN
410000035,BTM,56.84873374401095,900.0,62.81,0,0,0.0005327951974841913,TN
410000038,BTM,56.84873374401095,900.0,11.094,0,0,0.0012982469098586297,TN
410000039,BTM,56.84873374401095,900.0,6.132,0,0,0.0012806187002044442,TN
410000040,BTM,56.84873374401095,900.0,5.5,0,0,0.0009261762286519661,TN
410000044,FT,34.847364818617386,80.0,25.112,0,0,0.0897763787746197,TN
410000045,FT,34.847364818617386,80.0,58.68,0,0,0.07603291699635618,TN
410000046,FT,34.847364818617386,80.0,69.151,0,0,0.054656982670118724,TN
410000047,FT,53.84804928131417,300.0,6.593,0,0,0.14078424033846904,TN
410000050,FT,53.84804928131417,100.0,16.91,0,0,0.3866461715236716,TN
410000051,FT,53.84804928131417,300.0,62.246,0,0,0.08314864915555252,TN
410000453,FT,34.847364818617386,200.0,36.988,0,0,0.07893976224222124,TN
410000455,FTG,74.84736481861738,100.0,11.094,0,1,0.5785423729506547,FP
410000456,FTG,74.84736481861738,100.0,6.22,0,1,0.6395841722140418,FP
410000457,FTG,74.84736481861738,60.0,3.659,0,1,0.8263291252087115,FP
410000458,FTG,74.84736481861738,60.0,12.397,0,1,0.5832395711201688,FP
410000459,FTG,74.84736481861738,60.0,1.927,0,1,0.8585474288745902,FP
410000460,POLY,63.84941820670773,36.0,6.875,0,1,0.5397423157537956,FP
410000461,FTG,74.84736481861738,60.0,22.053,0,1,0.7946236865215658,FP
410000462,FT,29.848049281314168,100.0,6.93,0,0,0.14843397361999278,TN
410000467,FT,29.848049281314168,100.0,4.772,0,0,0.22644647157894407,TN
410000470,FT,34.847364818617386,200.0,18.948,0,0,0.08920704701513528,TN
410000471,FT,34.847364818617386,200.0,5.768,0,0,0.3730581437391365,TN
410000472,FT,34.847364818617386,200.0,17.683,0,0,0.08995245754071687,TN
410000473,FT,34.847364818617386,200.0,1.122,0,1,0.7332712224030584,FP
410000474,FT,34.847364818617386,200.0,27.319,0,0,0.07305184853631419,TN
410000475,FT,34.847364818617386,200.0,24.141,0,0,0.09422099436324874,TN
410000476,FTG,74.84736481861738,200.0,13.297,0,0,0.39102019409994826,TN
410000478,FTG,74.84736481861738,300.0,5.492,0,1,0.5177285974570132,FP
