GID,materiau,age_at_freeze,diametre,longueur,y_proba
410001080,FTG,66.84736481861738,250.0,40.169,0.6052486528456786
410000055,FTG,74.84736481861738,150.0,1.892,0.8753521782026513
410000056,FTG,74.84736481861738,150.0,3.563,0.7390727107529678
410000482,FTG,74.84736481861738,300.0,33.381,0.6056305279761874
410000484,FT,31.849418206707735,100.0,1.517,0.8935975736521637
410000487,FTG,74.84736481861738,150.0,7.285,0.6879758719422002
410000493,FTG,74.84736481861738,100.0,35.469,0.6385270248533501
410000503,FTG,74.84736481861738,80.0,24.301,0.7701178661780252
410001109,FTG,74.84736481861738,250.0,107.274,0.8072495974687585
410001110,FTG,74.84736481861738,250.0,92.637,0.6775693867826813
410001111,FTG,74.84736481861738,250.0,5.688,0.7913557519638338
410000074,FT,56.84873374401095,300.0,5.051,0.6384313497230047
410000075,FT,56.84873374401095,300.0,5.649,0.6239460370747638
410000076,FT,56.84873374401095,300.0,2.788,0.786644989197029
410000078,FT,56.84873374401095,300.0,3.923,0.6127425093234903
410000086,FT,56.84873374401095,300.0,5.965,0.6239460370747638
410000087,FTG,74.84736481861738,80.0,19.763,0.7701178661780252
410000526,FTG,61.84804928131417,300.0,55.786,0.8357288090201942
410001132,FT,59.84941820670773,300.0,14.682,0.5438772010081471
410001134,FT,39.84941820670773,250.0,26.437,0.5444410227129578
410001154,FTG,74.84736481861738,100.0,9.053,0.6678421382151996
410000109,FTG,74.84736481861738,300.0,5.664,0.5177285974570132
410000115,FTG,74.84736481861738,100.0,3.019,0.8764935891309037
410000125,FTG,74.84736481861738,100.0,17.922,0.6017630704297205
410932182,FTG,74.84736481861738,100.0,17.731,0.6017630704297205
410967058,FTG,74.84736481861738,125.0,14.044,0.5945201021378526
410967059,FTG,74.84736481861738,125.0,70.568,0.6285257871032583
410001173,FTG,61.84804928131417,250.0,99.192,0.695023555543088
410001176,FTG,61.84804928131417,250.0,41.653,0.8478093841619406
410001177,FTG,61.84804928131417,250.0,52.894,0.8662368238823858
410000140,FTG,74.84736481861738,150.0,1.805,0.8753521782026513
410955302,FTG,63.84941820670773,200.0,0.994,0.8804245472629024
410955303,FTG,63.84941820670773,200.0,20.711,0.6510898046861792
410001185,FTG,61.84804928131417,250.0,128.101,0.5773864115497601
410000167,FTG,74.84736481861738,150.0,2.869,0.8744772232517785
410000168,FTG,74.84736481861738,150.0,10.413,0.7052323588238884
410000185,FTG,74.84736481861738,100.0,19.153,0.6338550885497487
410000186,FTG,74.84736481861738,100.0,7.095,0.6975077883116535
410000187,FTG,74.84736481861738,100.0,99.322,0.5538897471721086
410000188,FTG,74.84736481861738,100.0,22.992,0.6364225429526816
410000189,FTG,74.84736481861738,100.0,4.822,0.6853505030664284
410000190,FTG,74.84736481861738,100.0,32.053,0.6385270248533501
410000191,FTG,74.84736481861738,100.0,4.146,0.8111429686402415
410000192,FTG,74.84736481861738,80.0,31.155,0.7701178661780252
410000614,FT,46.847364818617386,100.0,2.021,0.820147891363994
410000616,FTG,74.84736481861738,80.0,7.226,0.5315652931156991
410000638,FTG,74.84736481861738,80.0,39.052,0.7765418904568915
410000639,FTG,74.84736481861738,80.0,6.527,0.7824131155653614
410000663,FT,35.84941820670773,100.0,3.473,0.8048929592529708
410001232,FTG,74.84736481861738,150.0,37.973,0.7044157170956665
410002919,FTG,74.84736481861738,100.0,12.179,0.6070374646169047
410002921,FTG,74.84736481861738,100.0,1.952,0.877360316857376
410002922,FTG,74.84736481861738,100.0,4.823,0.6853505030664284
410002925,FTG,63.84941820670773,250.0,4.457,0.7204833133826243
410002927,FTG,63.84941820670773,250.0,3.694,0.6954377517275986
410002930,FTG,74.84736481861738,125.0,2.938,0.8656329651731436
410002931,FTG,74.84736481861738,125.0,64.367,0.6113761110786944
410002932,FTG,74.84736481861738,125.0,14.526,0.6978804632761878
410002933,FTG,74.84736481861738,125.0,176.709,0.65576218380607
410002934,FTG,64.84873374401096,150.0,6.888,0.84237053494669
410002936,FTG,74.84736481861738,100.0,7.234,0.6975077883116535
410002937,FTG,74.84736481861738,100.0,5.968,0.6395841722140418
410002159,FT,52.84873374401095,200.0,16.861,0.8508761249895725
410002164,FT,59.84941820670773,300.0,3.548,0.5019997219454388
410002165,FT,59.84941820670773,300.0,22.509,0.5311481741766488
410002576,FTG,61.84804928131417,100.0,13.171,0.5785667229794254
410002577,FTG,61.84804928131417,100.0,2.945,0.860789120125305
410002943,FTG,74.84736481861738,100.0,13.733,0.5443747509461595
410002944,FTG,74.84736481861738,100.0,6.709,0.6395841722140418
410002948,FT,31.849418206707735,100.0,1.878,0.742440596004067
410001749,FT,58.847364818617386,150.0,12.715,0.5462990231875804
410001758,FT,58.847364818617386,150.0,11.649,0.5646906144450603
410001761,FTG,74.84736481861738,150.0,5.825,0.6385801509640419
410001763,FTG,74.84736481861738,100.0,6.707,0.6395841722140418
410001764,FTG,74.84736481861738,100.0,7.54,0.6864448068999325
410001771,FT,53.84804928131417,200.0,15.615,0.8447876139862804
410002179,FTG,74.84736481861738,250.0,5.002,0.7793158573555855
410002180,FTG,74.84736481861738,150.0,13.475,0.6268338464090998
410002181,FTG,74.84736481861738,100.0,26.999,0.6364225429526816
410002592,FTG,74.84736481861738,200.0,4.084,0.5618993950268161
410002603,FTG,74.84736481861738,80.0,24.807,0.7701178661780252
