Model,ROC_AUC,Lift_5,Lift_10,Lift_20,Cap_5,Cap_10,Cap_20,Brier,ECE,FN,FP
M0_baseline,0.8640616837012919,7.580496780128795,5.473781048758049,3.7396504139834406,0.37902483900643974,0.547378104875805,0.7479300827966882,0.14666680707907614,0.2721626333066798,492,2842
M0_baseline,0.8640616837012919,7.580496780128795,5.473781048758049,3.7396504139834406,0.37902483900643974,0.547378104875805,0.7479300827966882,0.14666680707907614,0.2721626333066798,492,2842
M2b_raw,0.856229971006701,7.267709291628335,5.326586936522539,3.6476540938362465,0.36338546458141674,0.5326586936522539,0.7295308187672493,0.1582519831120144,0.2956768850180528,508,2858
