Model,ROC_AUC,Lift_5,Lift_10,Lift_20,Cap_5,Cap_10,Cap_20,Brier,ECE,FN,FP
M0_baseline,0.8417304737267935,6.356132075471697,4.705188679245283,3.319575471698113,0.3178066037735849,0.4705188679245283,0.6639150943396226,0.15702456638607207,0.2736982008675495,898,2525
M1c_competing,0.8747060685643148,6.627358490566038,4.9174528301886795,3.3962264150943393,0.3313679245283019,0.49174528301886794,0.6792452830188679,0.04179317099131197,0.004477712136555103,862,2489
M2b_raw,0.8007316147242274,6.0752056404230315,4.571092831962397,3.199177438307873,0.3037602820211516,0.4571092831962397,0.6398354876615746,0.16529796740512853,0.265544058744419,924,2545
